country_code,year,event_type,acled_total,ucdp_total,gdelt_total
SSD,2017,14,47,NA,NA
SSD,2017,18,431,51,NA
SSD,2017,19,643,64,NA
SSD,2018,14,27,NA,NA
SSD,2018,18,330,49,NA
SSD,2018,19,455,106,NA
SSD,2019,14,32,NA,NA
SSD,2019,18,299,17,NA
SSD,2019,19,207,49,NA
STP,2013,14,NA,NA,1
STP,2016,14,NA,NA,3
STP,2018,14,NA,NA,1
SUD,1989,18,NA,2,NA
SUD,1989,19,NA,30,NA
SUD,1990,18,NA,7,NA
SUD,1990,19,NA,56,NA
SUD,1991,18,NA,9,NA
SUD,1991,19,NA,21,NA
SUD,1992,18,NA,40,NA
SUD,1992,19,NA,17,NA
SUD,1993,18,NA,43,NA
SUD,1993,19,NA,35,NA
SUD,1994,18,NA,9,NA
SUD,1994,19,NA,9,NA
SUD,1995,18,NA,23,NA
SUD,1995,19,NA,20,NA
SUD,1996,18,NA,21,NA
SUD,1996,19,NA,33,NA
SUD,1997,18,NA,17,NA
SUD,1997,19,NA,73,NA
SUD,1998,18,NA,17,NA
SUD,1998,19,NA,109,NA
SUD,1999,18,NA,10,NA
SUD,1999,19,NA,54,NA
SUD,2000,18,NA,12,NA
SUD,2000,19,NA,59,NA
SUD,2001,18,NA,13,NA
SUD,2001,19,NA,61,NA
SUD,2002,18,NA,18,NA
SUD,2002,19,NA,37,NA
SUD,2003,18,NA,78,NA
SUD,2003,19,NA,25,NA
SUD,2004,18,NA,149,NA
SUD,2004,19,NA,74,NA
SUD,2005,18,NA,59,NA
SUD,2005,19,NA,28,NA
SUD,2006,18,NA,58,NA
SUD,2006,19,NA,51,NA
SUD,2007,18,NA,30,NA
SUD,2007,19,NA,41,NA
SUD,2008,18,NA,45,NA
SUD,2008,19,NA,53,NA
SUD,2009,18,NA,51,NA
SUD,2009,19,NA,75,NA
SUD,2010,18,NA,24,NA
SUD,2010,19,NA,70,NA
SUD,2011,18,NA,36,NA
SUD,2011,19,NA,129,NA
SUD,2012,18,NA,13,NA
SUD,2012,19,NA,102,NA
SUD,2013,18,NA,8,NA
SUD,2013,19,NA,132,NA
SUD,2014,18,NA,41,NA
SUD,2014,19,NA,119,NA
SUD,2015,18,NA,216,NA
SUD,2015,19,NA,147,NA
SUD,2016,18,NA,101,NA
SUD,2016,19,NA,147,NA
SUD,2017,18,NA,20,NA
SUD,2017,19,NA,43,NA
SUD,2018,18,NA,31,NA
SUD,2018,19,NA,66,NA
SUD,2019,18,NA,73,NA
SUD,2019,19,NA,16,NA
SUR,2014,14,NA,NA,4
SUR,2017,14,NA,NA,3
SUR,2018,14,NA,NA,5
SUR,2019,14,8,NA,2
SUR,2019,18,4,NA,NA
SUR,2020,14,NA,NA,4
SVK,2012,14,NA,NA,18
SVK,2013,14,NA,NA,7
SVK,2014,14,NA,NA,19
SVK,2015,14,NA,NA,17
SVK,2016,14,NA,NA,16
SVK,2017,14,NA,NA,27
SVK,2018,14,NA,NA,119
SVK,2019,14,NA,NA,44
SVK,2020,14,NA,NA,5
SVN,2012,14,NA,NA,28
SVN,2013,14,NA,NA,13
SVN,2014,14,NA,NA,9
SVN,2015,14,NA,NA,33
SVN,2016,14,NA,NA,17
SVN,2017,14,NA,NA,7
SVN,2018,14,NA,NA,16
SVN,2019,14,NA,NA,8
SVN,2020,14,NA,NA,6
SWA,1989,18,NA,2,NA
SWD,2017,18,NA,1,NA
SWE,2012,14,NA,NA,55
SWE,2013,14,NA,NA,93
SWE,2014,14,NA,NA,100
SWE,2015,14,NA,NA,169
SWE,2016,14,NA,NA,144
SWE,2017,14,NA,NA,168
SWE,2018,14,NA,NA,249
SWE,2019,14,NA,NA,755
SWE,2020,14,NA,NA,173
SWZ,1997,14,5,NA,NA
SWZ,1998,19,4,NA,NA
SWZ,1999,19,2,NA,NA
SWZ,2000,14,6,NA,NA
SWZ,2001,14,1,NA,NA
SWZ,2001,18,1,NA,NA
SWZ,2002,14,4,NA,NA
SWZ,2003,14,6,NA,NA
SWZ,2003,18,2,NA,NA
SWZ,2003,19,1,NA,NA
SWZ,2004,14,2,NA,NA
SWZ,2005,14,1,NA,NA
SWZ,2005,18,2,NA,NA
SWZ,2005,19,1,NA,NA
SWZ,2006,14,2,NA,NA
SWZ,2006,18,1,NA,NA
SWZ,2006,19,1,NA,NA
SWZ,2007,14,3,NA,NA
SWZ,2008,14,7,NA,NA
SWZ,2008,19,3,NA,NA
SWZ,2009,18,1,NA,NA
SWZ,2010,14,4,NA,NA
SWZ,2010,18,2,NA,NA
SWZ,2010,19,1,NA,NA
SWZ,2011,14,8,NA,NA
SWZ,2011,18,3,NA,NA
SWZ,2012,14,39,NA,15
SWZ,2012,18,8,NA,NA
SWZ,2013,14,11,NA,9
SWZ,2013,18,3,NA,NA
SWZ,2014,14,8,NA,10
SWZ,2014,19,1,NA,NA
SWZ,2015,14,3,NA,6
SWZ,2015,18,5,NA,NA
SWZ,2016,14,6,NA,13
SWZ,2017,14,3,NA,13
SWZ,2018,14,7,NA,16
SWZ,2019,14,26,NA,10
SWZ,2019,18,2,NA,NA
SWZ,2020,14,NA,NA,2
SXM,2019,14,1,NA,NA
SYC,2012,14,NA,NA,24
SYC,2014,14,NA,NA,3
SYC,2015,14,NA,NA,2
SYC,2016,14,NA,NA,4
SYC,2017,14,NA,NA,5
SYC,2018,14,NA,NA,9
SYC,2019,14,NA,NA,3
SYC,2020,14,NA,NA,3
SYR,2004,18,NA,4,NA
SYR,2004,19,NA,2,NA
SYR,2008,19,NA,2,NA
SYR,2011,18,NA,1416,NA
SYR,2011,19,NA,484,NA
SYR,2012,14,NA,NA,2735
SYR,2012,18,NA,592,NA
SYR,2012,19,NA,17918,NA
SYR,2013,14,NA,NA,1331
SYR,2013,18,NA,322,NA
SYR,2013,19,NA,24792,NA
SYR,2014,14,NA,NA,1324
SYR,2014,18,NA,674,NA
SYR,2014,19,NA,26414,NA
SYR,2015,14,NA,NA,1712
SYR,2015,18,NA,696,NA
SYR,2015,19,NA,15000,NA
SYR,2016,14,NA,NA,2184
SYR,2016,18,NA,340,NA
SYR,2016,19,NA,11872,NA
SYR,2017,14,216,NA,1365
SYR,2017,18,1286,252,NA
SYR,2017,19,29325,10860,NA
SYR,2018,14,551,NA,1396
SYR,2018,18,1189,170,NA
SYR,2018,19,17254,5264,NA
SYR,2019,14,357,NA,825
SYR,2019,18,1179,122,NA
SYR,2019,19,16757,4362,NA
SYR,2020,14,NA,NA,351
TAJ,1992,18,NA,4,NA
TAJ,1992,19,NA,34,NA
TAJ,1993,19,NA,34,NA
TAJ,1994,18,NA,2,NA
TAJ,1994,19,NA,29,NA
TAJ,1995,19,NA,46,NA
TAJ,1996,18,NA,3,NA
TAJ,1996,19,NA,63,NA
TAJ,1997,19,NA,10,NA
TAJ,1998,19,NA,19,NA
TAJ,1999,19,NA,3,NA
TAJ,2000,19,NA,2,NA
TAJ,2005,19,NA,1,NA
TAJ,2006,19,NA,4,NA
TAJ,2009,19,NA,7,NA
TAJ,2010,19,NA,21,NA
TAJ,2011,19,NA,5,NA
TAJ,2013,19,NA,2,NA
TAJ,2018,18,NA,1,NA
TAZ,1992,18,NA,1,NA
TAZ,1996,19,NA,1,NA
TAZ,1997,19,NA,1,NA
TAZ,1999,18,NA,1,NA
TAZ,2001,18,NA,7,NA
TAZ,2007,18,NA,1,NA
TAZ,2017,18,NA,1,NA
TAZ,2018,18,NA,1,NA
TAZ,2019,18,NA,1,NA
TCA,2019,14,2,NA,NA
TCD,1997,14,1,NA,NA
TCD,1997,18,9,NA,NA
TCD,1997,19,3,NA,NA
TCD,1998,14,1,NA,NA
TCD,1998,18,7,NA,NA
TCD,1998,19,4,NA,NA
TCD,1999,18,1,NA,NA
TCD,1999,19,9,NA,NA
TCD,2000,18,3,NA,NA
TCD,2000,19,17,NA,NA
TCD,2001,18,4,NA,NA
TCD,2001,19,6,NA,NA
TCD,2002,18,1,NA,NA
TCD,2002,19,14,NA,NA
TCD,2003,14,1,NA,NA
TCD,2003,18,5,NA,NA
TCD,2003,19,12,NA,NA
TCD,2004,14,1,NA,NA
TCD,2004,18,21,NA,NA
TCD,2004,19,23,NA,NA
TCD,2005,14,6,NA,NA
TCD,2005,18,19,NA,NA
TCD,2005,19,14,NA,NA
TCD,2006,18,36,NA,NA
TCD,2006,19,74,NA,NA
TCD,2007,14,1,NA,NA
TCD,2007,18,37,NA,NA
TCD,2007,19,64,NA,NA
TCD,2008,14,1,NA,NA
TCD,2008,18,8,NA,NA
TCD,2008,19,64,NA,NA
TCD,2009,14,1,NA,NA
TCD,2009,18,10,NA,NA
TCD,2009,19,12,NA,NA
TCD,2010,18,3,NA,NA
TCD,2010,19,5,NA,NA
TCD,2011,14,3,NA,NA
TCD,2011,18,3,NA,NA
TCD,2012,14,1,NA,6
TCD,2012,18,5,NA,NA
TCD,2012,19,2,NA,NA
TCD,2013,14,1,NA,19
TCD,2013,19,2,NA,NA
TCD,2014,14,10,NA,39
TCD,2014,18,5,NA,NA
TCD,2014,19,3,NA,NA
TCD,2015,14,6,NA,23
TCD,2015,18,7,NA,NA
TCD,2015,19,24,NA,NA
TCD,2016,14,28,NA,41
TCD,2016,18,4,NA,NA
TCD,2016,19,7,NA,NA
TCD,2017,14,5,NA,13
TCD,2017,18,8,NA,NA
TCD,2017,19,13,NA,NA
TCD,2018,14,15,NA,24
TCD,2018,18,16,NA,NA
TCD,2018,19,39,NA,NA
TCD,2019,14,60,NA,11
TCD,2019,18,48,NA,NA
TCD,2019,19,69,NA,NA
TCD,2020,14,NA,NA,37
TGO,1997,14,7,NA,NA
TGO,1997,18,2,NA,NA
TGO,1998,14,5,NA,NA
TGO,1998,18,7,NA,NA
TGO,1998,19,1,NA,NA
TGO,1999,14,1,NA,NA
TGO,1999,18,2,NA,NA
TGO,2000,14,2,NA,NA
TGO,2000,18,1,NA,NA
TGO,2001,14,4,NA,NA
TGO,2002,14,3,NA,NA
TGO,2003,14,2,NA,NA
TGO,2003,18,2,NA,NA
TGO,2004,14,3,NA,NA
TGO,2005,14,20,NA,NA
TGO,2005,18,1,NA,NA
TGO,2005,19,4,NA,NA
TGO,2006,14,1,NA,NA
TGO,2007,14,1,NA,NA
TGO,2008,18,1,NA,NA
TGO,2009,14,3,NA,NA
TGO,2009,19,1,NA,NA
TGO,2010,14,18,NA,NA
TGO,2011,14,12,NA,NA
TGO,2011,19,1,NA,NA
TGO,2012,14,15,NA,21
TGO,2012,18,2,NA,NA
TGO,2013,14,37,NA,10
TGO,2013,18,1,NA,NA
TGO,2013,19,3,NA,NA
TGO,2014,14,13,NA,7
TGO,2014,18,1,NA,NA
TGO,2015,14,16,NA,13
TGO,2015,18,2,NA,NA
TGO,2016,14,7,NA,3
TGO,2016,18,2,NA,NA
TGO,2016,19,1,NA,NA
TGO,2017,14,50,NA,139
TGO,2017,18,8,NA,NA
TGO,2017,19,1,NA,NA
TGO,2018,14,43,NA,54
TGO,2018,18,1,NA,NA
TGO,2018,19,1,NA,NA
TGO,2019,14,14,NA,16
TGO,2019,18,4,NA,NA
TGO,2019,19,5,NA,NA
TGO,2020,14,NA,NA,7
THA,2010,14,222,NA,NA
THA,2010,18,176,NA,NA
THA,2010,19,603,NA,NA
THA,2011,14,105,NA,NA
THA,2011,18,179,NA,NA
THA,2011,19,533,NA,NA
THA,2012,14,121,NA,217
THA,2012,18,132,NA,NA
THA,2012,19,447,NA,NA
THA,2013,14,325,NA,556
THA,2013,18,141,NA,NA
THA,2013,19,527,NA,NA
THA,2014,14,240,NA,857
THA,2014,18,100,NA,NA
THA,2014,19,371,NA,NA
THA,2015,14,95,NA,436
THA,2015,18,43,NA,NA
THA,2015,19,284,NA,NA
THA,2016,14,66,NA,375
THA,2016,18,66,NA,NA
THA,2016,19,332,NA,NA
THA,2017,14,73,NA,213
THA,2017,18,40,NA,NA
THA,2017,19,206,NA,NA
THA,2018,14,86,NA,220
THA,2018,18,169,NA,NA
THA,2018,19,239,NA,NA
THA,2019,14,170,NA,286
THA,2019,18,122,NA,NA
THA,2019,19,147,NA,NA
THA,2020,14,NA,NA,447
THI,1989,18,NA,2,NA
THI,1989,19,NA,3,NA
THI,1990,18,NA,1,NA
THI,1990,19,NA,3,NA
THI,1991,19,NA,1,NA
THI,1992,18,NA,1,NA
THI,1993,18,NA,2,NA
THI,1994,19,NA,1,NA
THI,1995,18,NA,1,NA
THI,1995,19,NA,6,NA
THI,1996,19,NA,1,NA
THI,1997,18,NA,2,NA
THI,1997,19,NA,1,NA
THI,1998,19,NA,4,NA
THI,1999,18,NA,1,NA
THI,2000,19,NA,1,NA
THI,2001,19,NA,3,NA
THI,2002,19,NA,1,NA
THI,2003,19,NA,16,NA
THI,2004,18,NA,60,NA
THI,2004,19,NA,66,NA
THI,2005,18,NA,259,NA
THI,2005,19,NA,175,NA
THI,2006,18,NA,285,NA
THI,2006,19,NA,160,NA
THI,2007,18,NA,243,NA
THI,2007,19,NA,124,NA
THI,2008,18,NA,131,NA
THI,2008,19,NA,93,NA
THI,2009,18,NA,91,NA
THI,2009,19,NA,78,NA
THI,2010,18,NA,96,NA
THI,2010,19,NA,59,NA
THI,2011,18,NA,75,NA
THI,2011,19,NA,102,NA
THI,2012,18,NA,63,NA
THI,2012,19,NA,78,NA
THI,2013,18,NA,40,NA
THI,2013,19,NA,96,NA
THI,2014,18,NA,31,NA
THI,2014,19,NA,40,NA
THI,2015,18,NA,21,NA
THI,2015,19,NA,34,NA
THI,2016,18,NA,15,NA
THI,2016,19,NA,34,NA
THI,2017,18,NA,4,NA
THI,2017,19,NA,23,NA
THI,2018,18,NA,16,NA
THI,2018,19,NA,24,NA
THI,2019,18,NA,3,NA
THI,2019,19,NA,24,NA
TJK,2012,14,NA,NA,19
TJK,2013,14,NA,NA,21
TJK,2014,14,NA,NA,32
TJK,2015,14,NA,NA,33
TJK,2016,14,NA,NA,26
TJK,2017,14,NA,NA,20
TJK,2018,14,10,NA,13
TJK,2018,18,11,NA,NA
TJK,2018,19,1,NA,NA
TJK,2019,14,15,NA,5
TJK,2019,18,13,NA,NA
TJK,2019,19,3,NA,NA
TJK,2020,14,NA,NA,20
TKL,2019,14,NA,NA,2
TKM,2012,14,NA,NA,10
TKM,2013,14,NA,NA,4
TKM,2014,14,NA,NA,10
TKM,2015,14,NA,NA,18
TKM,2016,14,NA,NA,23
TKM,2017,14,NA,NA,17
TKM,2018,14,3,NA,12
TKM,2018,18,2,NA,NA
TKM,2018,19,1,NA,NA
TKM,2019,14,4,NA,5
TKM,2019,18,5,NA,NA
TKM,2019,19,3,NA,NA
TKM,2020,14,NA,NA,13
TLS,2012,14,NA,NA,11
TLS,2013,14,NA,NA,7
TLS,2015,14,NA,NA,3
TLS,2016,14,NA,NA,13
TLS,2017,14,NA,NA,6
TLS,2018,14,NA,NA,7
TLS,2019,14,NA,NA,7
TLS,2020,14,NA,NA,1
TOG,1991,18,NA,3,NA
TOG,1991,19,NA,1,NA
TOG,1992,18,NA,2,NA
TOG,1993,18,NA,3,NA
TOG,1998,18,NA,4,NA
TOG,2005,18,NA,93,NA
TOG,2019,18,NA,1,NA
TON,2012,14,NA,NA,2
TON,2013,14,NA,NA,1
TON,2014,14,NA,NA,2
TON,2015,14,NA,NA,2
TON,2016,14,NA,NA,1
TON,2017,14,NA,NA,1
TON,2019,14,NA,NA,2
TON,2020,14,NA,NA,2
TRI,1990,19,NA,3,NA
TTO,2012,14,NA,NA,23
TTO,2013,14,NA,NA,23
TTO,2014,14,NA,NA,80
TTO,2015,14,NA,NA,45
TTO,2016,14,NA,NA,47
TTO,2017,14,NA,NA,58
TTO,2018,14,NA,NA,30
TTO,2019,14,19,NA,9
TTO,2019,18,126,NA,NA
TTO,2019,19,28,NA,NA
TTO,2020,14,NA,NA,21
TUN,1998,14,2,NA,NA
TUN,1999,14,3,NA,NA
TUN,2000,14,5,NA,NA
TUN,2001,18,3,NA,NA
TUN,2002,14,2,NA,NA
TUN,2002,19,2,NA,NA
TUN,2003,14,2,NA,NA
TUN,2003,18,1,NA,NA
TUN,2004,14,3,NA,NA
TUN,2004,18,2,NA,NA
TUN,2005,14,1,NA,NA
TUN,2005,18,1,NA,NA
TUN,2006,19,1,NA,NA
TUN,2007,19,1,NA,NA
TUN,2008,14,28,NA,NA
TUN,2008,18,1,NA,NA
TUN,2009,14,1,NA,NA
TUN,2010,14,26,NA,NA
TUN,2010,18,2,NA,NA
TUN,2011,14,518,NA,NA
TUN,2011,18,32,NA,NA
TUN,2011,19,28,NA,NA
TUN,2012,14,269,NA,697
TUN,2012,18,19,NA,NA
TUN,2012,19,20,NA,NA
TUN,2013,14,209,NA,665
TUN,2013,18,20,NA,NA
TUN,2013,19,56,NA,NA
TUN,2014,14,193,NA,158
TUN,2014,18,14,NA,NA
TUN,2014,19,88,NA,NA
TUN,2015,14,367,NA,268
TUN,2015,18,22,4,NA
TUN,2015,19,51,4,NA
TUN,2016,14,634,NA,309
TUN,2016,18,12,NA,NA
TUN,2016,19,82,16,NA
TUN,2017,14,678,NA,188
TUN,2017,18,15,4,NA
TUN,2017,19,60,4,NA
TUN,2018,14,632,NA,304
TUN,2018,18,12,NA,NA
TUN,2018,19,42,12,NA
TUN,2019,14,1394,NA,188
TUN,2019,18,10,2,NA
TUN,2019,19,43,8,NA
TUN,2020,14,NA,NA,85
TUR,1989,18,NA,17,NA
TUR,1989,19,NA,46,NA
TUR,1990,18,NA,14,NA
TUR,1990,19,NA,55,NA
TUR,1991,18,NA,25,NA
TUR,1991,19,NA,109,NA
TUR,1992,18,NA,70,NA
TUR,1992,19,NA,259,NA
TUR,1993,18,NA,128,NA
TUR,1993,19,NA,354,NA
TUR,1994,18,NA,66,NA
TUR,1994,19,NA,547,NA
TUR,1995,18,NA,33,NA
TUR,1995,19,NA,491,NA
TUR,1996,18,NA,16,NA
TUR,1996,19,NA,319,NA
TUR,1997,18,NA,8,NA
TUR,1997,19,NA,263,NA
TUR,1998,18,NA,6,NA
TUR,1998,19,NA,230,NA
TUR,1999,18,NA,9,NA
TUR,1999,19,NA,242,NA
TUR,2000,19,NA,25,NA
TUR,2001,19,NA,24,NA
TUR,2002,19,NA,16,NA
TUR,2003,18,NA,1,NA
TUR,2003,19,NA,30,NA
TUR,2004,18,NA,7,NA
TUR,2004,19,NA,111,NA
TUR,2005,18,NA,1,NA
TUR,2005,19,NA,174,NA
TUR,2006,18,NA,4,NA
TUR,2006,19,NA,88,NA
TUR,2007,18,NA,6,NA
TUR,2007,19,NA,126,NA
TUR,2008,18,NA,5,NA
TUR,2008,19,NA,105,NA
TUR,2009,19,NA,44,NA
TUR,2010,19,NA,64,NA
TUR,2011,18,NA,1,NA
TUR,2011,19,NA,120,NA
TUR,2012,14,NA,NA,706
TUR,2012,18,NA,1,NA
TUR,2012,19,NA,128,NA
TUR,2013,14,NA,NA,1799
TUR,2013,19,NA,7,NA
TUR,2014,14,NA,NA,1761
TUR,2014,19,NA,7,NA
TUR,2015,14,NA,NA,1867
TUR,2015,18,NA,9,NA
TUR,2015,19,NA,223,NA
TUR,2016,14,2201,NA,2109
TUR,2016,18,102,7,NA
TUR,2016,19,1600,218,NA
TUR,2017,14,360,NA,1730
TUR,2017,18,90,6,NA
TUR,2017,19,790,52,NA
TUR,2018,14,690,NA,1179
TUR,2018,18,84,NA,NA
TUR,2018,19,708,167,NA
TUR,2019,14,1965,NA,965
TUR,2019,18,193,2,NA
TUR,2019,19,625,135,NA
TUR,2020,14,NA,NA,445
TUV,2014,14,NA,NA,2
TUV,2015,14,NA,NA,3
TUV,2018,14,NA,NA,1
TUV,2019,14,NA,NA,1
TUV,2020,14,NA,NA,2
TWN,2012,14,NA,NA,138
TWN,2013,14,NA,NA,123
TWN,2014,14,NA,NA,358
TWN,2015,14,NA,NA,242
TWN,2016,14,NA,NA,387
TWN,2017,14,NA,NA,218
TWN,2018,14,NA,NA,216
TWN,2019,14,734,NA,235
TWN,2019,18,1,NA,NA
TWN,2020,14,NA,NA,150
TZA,1997,18,4,NA,NA
TZA,1997,19,1,NA,NA
TZA,1998,14,2,NA,NA
TZA,1998,18,2,NA,NA
TZA,1998,19,1,NA,NA
TZA,1999,18,3,NA,NA
TZA,1999,19,4,NA,NA
TZA,2000,14,2,NA,NA
TZA,2000,18,6,NA,NA
TZA,2000,19,8,NA,NA
TZA,2001,14,12,NA,NA
TZA,2001,18,13,NA,NA
TZA,2001,19,8,NA,NA
TZA,2002,14,4,NA,NA
TZA,2002,18,13,NA,NA
TZA,2002,19,2,NA,NA
TZA,2003,14,5,NA,NA
TZA,2003,19,3,NA,NA
TZA,2004,14,6,NA,NA
TZA,2004,18,16,NA,NA
TZA,2004,19,10,NA,NA
TZA,2005,14,36,NA,NA
TZA,2005,18,25,NA,NA
TZA,2005,19,5,NA,NA
TZA,2006,14,8,NA,NA
TZA,2006,18,4,NA,NA
TZA,2006,19,4,NA,NA
TZA,2007,18,5,NA,NA
TZA,2007,19,1,NA,NA
TZA,2008,14,12,NA,NA
TZA,2008,18,11,NA,NA
TZA,2008,19,2,NA,NA
TZA,2009,14,5,NA,NA
TZA,2009,18,4,NA,NA
TZA,2010,14,1,NA,NA
TZA,2010,18,3,NA,NA
TZA,2011,14,23,NA,NA
TZA,2011,18,14,NA,NA
TZA,2011,19,9,NA,NA
TZA,2012,14,55,NA,32
TZA,2012,18,27,NA,NA
TZA,2012,19,3,NA,NA
TZA,2013,14,40,NA,30
TZA,2013,18,21,NA,NA
TZA,2013,19,8,NA,NA
TZA,2014,14,31,NA,14
TZA,2014,18,13,NA,NA
TZA,2014,19,17,NA,NA
TZA,2015,14,44,NA,67
TZA,2015,18,6,NA,NA
TZA,2015,19,14,NA,NA
TZA,2016,14,29,NA,108
TZA,2016,18,7,NA,NA
TZA,2016,19,7,NA,NA
TZA,2017,14,13,NA,96
TZA,2017,18,19,NA,NA
TZA,2017,19,11,NA,NA
TZA,2018,14,18,NA,36
TZA,2018,18,16,NA,NA
TZA,2018,19,6,NA,NA
TZA,2019,14,12,NA,23
TZA,2019,18,20,NA,NA
TZA,2019,19,3,NA,NA
TZA,2020,14,NA,NA,7
UAE,2010,19,NA,1,NA
UGA,1989,18,NA,6,NA
UGA,1989,19,NA,18,NA
UGA,1990,18,NA,19,NA
UGA,1990,19,NA,15,NA
UGA,1991,18,NA,12,NA
UGA,1991,19,NA,9,NA
UGA,1992,19,NA,4,NA
UGA,1994,18,NA,5,NA
UGA,1994,19,NA,13,NA
UGA,1995,18,NA,4,NA
UGA,1995,19,NA,16,NA
UGA,1996,18,NA,62,NA
UGA,1996,19,NA,57,NA
UGA,1997,14,1,NA,NA
UGA,1997,18,25,24,NA
UGA,1997,19,64,53,NA
UGA,1998,14,3,NA,NA
UGA,1998,18,119,47,NA
UGA,1998,19,173,74,NA
UGA,1999,14,3,NA,NA
UGA,1999,18,118,52,NA
UGA,1999,19,119,37,NA
UGA,2000,14,1,NA,NA
UGA,2000,18,103,39,NA
UGA,2000,19,137,77,NA
UGA,2001,14,6,NA,NA
UGA,2001,18,47,19,NA
UGA,2001,19,63,36,NA
UGA,2002,14,9,NA,NA
UGA,2002,18,214,69,NA
UGA,2002,19,238,95,NA
UGA,2003,14,13,NA,NA
UGA,2003,18,338,75,NA
UGA,2003,19,308,118,NA
UGA,2004,14,11,NA,NA
UGA,2004,18,106,46,NA
UGA,2004,19,219,205,NA
UGA,2005,14,15,NA,NA
UGA,2005,18,78,50,NA
UGA,2005,19,181,171,NA
UGA,2006,14,9,NA,NA
UGA,2006,18,146,13,NA
UGA,2006,19,120,85,NA
UGA,2007,14,24,NA,NA
UGA,2007,18,30,6,NA
UGA,2007,19,39,15,NA
UGA,2008,14,24,NA,NA
UGA,2008,18,35,1,NA
UGA,2008,19,28,7,NA
UGA,2009,14,55,NA,NA
UGA,2009,18,26,2,NA
UGA,2009,19,33,4,NA
UGA,2010,14,43,NA,NA
UGA,2010,18,49,1,NA
UGA,2010,19,27,NA,NA
UGA,2011,14,75,NA,NA
UGA,2011,18,41,NA,NA
UGA,2011,19,9,NA,NA
UGA,2012,14,86,NA,97
UGA,2012,18,24,NA,NA
UGA,2012,19,7,NA,NA
UGA,2013,14,88,NA,69
UGA,2013,18,15,NA,NA
UGA,2013,19,6,NA,NA
UGA,2014,14,45,NA,97
UGA,2014,18,43,1,NA
UGA,2014,19,14,NA,NA
UGA,2015,14,153,NA,126
UGA,2015,18,31,NA,NA
UGA,2015,19,14,NA,NA
UGA,2016,14,146,NA,338
UGA,2016,18,36,NA,NA
UGA,2016,19,29,2,NA
UGA,2017,14,138,NA,170
UGA,2017,18,46,NA,NA
UGA,2017,19,22,1,NA
UGA,2018,14,206,NA,232
UGA,2018,18,101,2,NA
UGA,2018,19,20,NA,NA
UGA,2019,14,237,NA,120
UGA,2019,18,89,2,NA
UGA,2019,19,25,NA,NA
UGA,2020,14,NA,NA,67
UKG,1989,18,NA,6,NA
UKG,1989,19,NA,21,NA
UKG,1990,18,NA,6,NA
UKG,1990,19,NA,26,NA
UKG,1991,18,NA,12,NA
UKG,1991,19,NA,20,NA
UKG,1992,18,NA,16,NA
UKG,1992,19,NA,14,NA
UKG,1993,18,NA,20,NA
UKG,1993,19,NA,14,NA
UKG,1994,18,NA,10,NA
UKG,1994,19,NA,6,NA
UKG,1996,19,NA,2,NA
UKG,1997,18,NA,2,NA
UKG,1997,19,NA,2,NA
UKG,1998,18,NA,2,NA
UKG,1998,19,NA,1,NA
UKG,2000,18,NA,1,NA
UKG,2001,18,NA,1,NA
UKG,2002,18,NA,4,NA
UKG,2003,18,NA,2,NA
UKG,2004,18,NA,1,NA
UKG,2005,18,NA,2,NA
UKG,2006,18,NA,1,NA
UKG,2009,18,NA,1,NA
UKG,2009,19,NA,1,NA
UKG,2011,19,NA,1,NA
UKG,2019,18,NA,1,NA
UKG,2019,19,NA,2,NA
UKR,2012,14,NA,NA,255
UKR,2013,14,NA,NA,516
UKR,2014,14,NA,NA,2423
UKR,2014,19,NA,271,NA
UKR,2015,14,NA,NA,780
UKR,2015,19,NA,260,NA
UKR,2016,14,NA,NA,690
UKR,2016,19,NA,125,NA
UKR,2017,14,NA,NA,419
UKR,2017,19,NA,186,NA
UKR,2018,14,1479,NA,655
UKR,2018,18,143,NA,NA
UKR,2018,19,13161,153,NA
UKR,2019,14,1557,NA,639
UKR,2019,18,125,NA,NA
UKR,2019,19,14672,172,NA
UKR,2020,14,NA,NA,329
URY,2012,14,NA,NA,12
URY,2013,14,NA,NA,11
URY,2014,14,NA,NA,11
URY,2015,14,NA,NA,39
URY,2016,14,NA,NA,77
URY,2017,14,NA,NA,22
URY,2018,14,NA,NA,15
URY,2019,14,40,NA,17
URY,2019,18,4,NA,NA
URY,2020,14,NA,NA,4
USA,2001,18,NA,1,NA
USA,2001,19,NA,2,NA
USA,2012,14,NA,NA,13744
USA,2013,14,NA,NA,11600
USA,2014,14,NA,NA,18098
USA,2015,14,NA,NA,22490
USA,2015,18,NA,1,NA
USA,2016,14,NA,NA,33251
USA,2017,14,NA,NA,27340
USA,2017,18,NA,1,NA
USA,2018,14,NA,NA,25257
USA,2019,14,NA,NA,20961
USA,2020,14,NA,NA,30575
UZB,1999,19,NA,6,NA
UZB,2000,19,NA,16,NA
UZB,2004,19,NA,8,NA
UZB,2009,19,NA,2,NA
UZB,2012,14,NA,NA,17
UZB,2013,14,NA,NA,17
UZB,2014,14,NA,NA,31
UZB,2015,14,NA,NA,35
UZB,2016,14,NA,NA,24
UZB,2017,14,NA,NA,13
UZB,2018,14,14,NA,21
UZB,2018,18,12,NA,NA
UZB,2019,14,48,NA,9
UZB,2019,18,15,NA,NA
UZB,2020,14,NA,NA,12
VAT,2012,14,NA,NA,3
